Employee #,Last Name,First Name,Date,Time-in,Time-out,"Hours 
Worked",Week
10001,Crisostomo,Jose,23-Sep-22,8:00,17:00,8.00,
10002,Mata,Christian,23-Sep-22,8:00,17:00,8.00,
10003,San Jose,Brad ,23-Sep-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,23-Sep-22,8:00,17:00,8.00,
10005,Romualdez,Alice,23-Sep-22,8:15,17:00,7.75,
10006,Atienza,Rosie ,23-Sep-22,8:00,17:00,8.00,
10007,Farala,Martha,23-Sep-22,8:00,17:00,8.00,
10008,Martinez,Leila,23-Sep-22,8:00,17:00,8.00,
10009,San Jose,Allison ,23-Sep-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,23-Sep-22,8:00,17:00,8.00,
10011,Lopez,Josie ,23-Sep-22,10:30,17:00,5.50,
10012,De Leon,Selena ,23-Sep-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,23-Sep-22,8:00,17:00,8.00,
10014,Bautista,Mark ,23-Sep-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,23-Sep-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,23-Sep-22,8:00,17:00,8.00,
10017,Santos,Vella ,23-Sep-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,23-Sep-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,23-Sep-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,23-Sep-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,23-Sep-22,13:00,17:00,3.00,
10022,Villegas,Lizeth ,23-Sep-22,8:00,17:00,8.00,
10023,Ramos,Carol ,23-Sep-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,23-Sep-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,23-Sep-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,26-Sep-22,8:00,17:00,8.00,
10002,Mata,Christian,26-Sep-22,8:00,17:00,8.00,
10003,San Jose,Brad ,26-Sep-22,11:30,17:00,4.50,
10004,Salcedo,Anthony,26-Sep-22,8:00,17:00,8.00,
10005,Romualdez,Alice,26-Sep-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,26-Sep-22,8:00,17:00,8.00,
10007,Farala,Martha,26-Sep-22,8:00,17:00,8.00,
10008,Martinez,Leila,26-Sep-22,8:10,17:00,7.83,
10009,San Jose,Allison ,26-Sep-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,26-Sep-22,8:00,17:00,8.00,
10011,Lopez,Josie ,26-Sep-22,8:00,17:00,8.00,
10012,De Leon,Selena ,26-Sep-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,26-Sep-22,8:00,17:00,8.00,
10014,Bautista,Mark ,26-Sep-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,26-Sep-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,26-Sep-22,8:00,17:00,8.00,
10017,Santos,Vella ,26-Sep-22,8:05,17:00,7.92,
10018,Del Rosario,Tomas,26-Sep-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,26-Sep-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,26-Sep-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,26-Sep-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,26-Sep-22,8:00,17:00,8.00,
10023,Ramos,Carol ,26-Sep-22,9:00,17:00,7.00,
10024,Maceda,Emelia ,26-Sep-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,26-Sep-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,27-Sep-22,8:00,17:00,8.00,
10002,Mata,Christian,27-Sep-22,8:00,17:00,8.00,
10003,San Jose,Brad ,27-Sep-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,27-Sep-22,8:00,17:00,8.00,
10005,Romualdez,Alice,27-Sep-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,27-Sep-22,8:00,17:00,8.00,
10007,Farala,Martha,27-Sep-22,8:00,17:00,8.00,
10008,Martinez,Leila,27-Sep-22,8:00,17:00,8.00,
10009,San Jose,Allison ,27-Sep-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,27-Sep-22,8:00,17:00,8.00,
10011,Lopez,Josie ,27-Sep-22,8:00,17:00,8.00,
10012,De Leon,Selena ,27-Sep-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,27-Sep-22,8:00,17:00,8.00,
10014,Bautista,Mark ,27-Sep-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,27-Sep-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,27-Sep-22,8:00,17:00,8.00,
10017,Santos,Vella ,27-Sep-22,0:00,0:00,fixed,
10018,Del Rosario,Tomas,27-Sep-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,27-Sep-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,27-Sep-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,27-Sep-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,27-Sep-22,8:00,17:00,8.00,
10023,Ramos,Carol ,27-Sep-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,27-Sep-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,27-Sep-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,28-Sep-22,8:00,17:00,8.00,
10002,Mata,Christian,28-Sep-22,8:00,17:00,8.00,
10003,San Jose,Brad ,28-Sep-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,28-Sep-22,8:00,17:00,8.00,
10005,Romualdez,Alice,28-Sep-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,28-Sep-22,8:00,17:00,8.00,
10007,Farala,Martha,28-Sep-22,8:00,17:00,8.00,
10008,Martinez,Leila,28-Sep-22,8:00,17:00,8.00,
10009,San Jose,Allison ,28-Sep-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,28-Sep-22,8:00,17:00,8.00,
10011,Lopez,Josie ,28-Sep-22,8:00,17:00,8.00,
10012,De Leon,Selena ,28-Sep-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,28-Sep-22,10:00,17:00,6.00,
10014,Bautista,Mark ,28-Sep-22,10:00,17:00,6.00,
10015,Lazaro,Darlene ,28-Sep-22,10:00,17:00,6.00,
10016,Delos Santos,Kolby ,28-Sep-22,10:00,17:00,6.00,
10017,Santos,Vella ,28-Sep-22,10:00,17:00,6.00,
10018,Del Rosario,Tomas,28-Sep-22,10:00,17:00,6.00,
10019,Tolentino,Jacklyn ,28-Sep-22,10:00,17:00,6.00,
10020,Gutierrez,Percival ,28-Sep-22,10:00,17:00,6.00,
10021,Manalaysay,Garfield ,28-Sep-22,10:00,17:00,6.00,
10022,Villegas,Lizeth ,28-Sep-22,10:00,17:00,6.00,
10023,Ramos,Carol ,28-Sep-22,10:00,17:00,6.00,
10024,Maceda,Emelia ,28-Sep-22,10:00,17:00,6.00,
10025,Aguilar,Delia ,28-Sep-22,10:00,17:00,6.00,
10001,Crisostomo,Jose,29-Sep-22,8:00,17:00,8.00,
10002,Mata,Christian,29-Sep-22,8:00,17:00,8.00,
10003,San Jose,Brad ,29-Sep-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,29-Sep-22,8:00,17:00,8.00,
10005,Romualdez,Alice,29-Sep-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,29-Sep-22,8:00,17:00,8.00,
10007,Farala,Martha,29-Sep-22,8:00,17:00,8.00,
10008,Martinez,Leila,29-Sep-22,8:00,17:00,8.00,
10009,San Jose,Allison ,29-Sep-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,29-Sep-22,8:00,17:00,8.00,
10011,Lopez,Josie ,29-Sep-22,8:00,17:00,8.00,
10012,De Leon,Selena ,29-Sep-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,29-Sep-22,8:00,17:00,8.00,
10014,Bautista,Mark ,29-Sep-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,29-Sep-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,29-Sep-22,8:00,17:00,8.00,
10017,Santos,Vella ,29-Sep-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,29-Sep-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,29-Sep-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,29-Sep-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,29-Sep-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,29-Sep-22,8:00,17:00,8.00,
10023,Ramos,Carol ,29-Sep-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,29-Sep-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,29-Sep-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,30-Sep-22,8:00,17:00,8.00,
10002,Mata,Christian,30-Sep-22,8:00,17:00,8.00,
10003,San Jose,Brad ,30-Sep-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,30-Sep-22,8:00,17:00,8.00,
10005,Romualdez,Alice,30-Sep-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,30-Sep-22,8:00,17:00,8.00,
10007,Farala,Martha,30-Sep-22,8:27,17:00,7.55,
10008,Martinez,Leila,30-Sep-22,8:01,17:00,7.98,
10009,San Jose,Allison ,30-Sep-22,8:05,17:00,7.92,
10010,Rosario,Cydney ,30-Sep-22,8:00,17:00,8.00,
10011,Lopez,Josie ,30-Sep-22,8:00,17:00,8.00,
10012,De Leon,Selena ,30-Sep-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,30-Sep-22,8:00,17:00,8.00,
10014,Bautista,Mark ,30-Sep-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,30-Sep-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,30-Sep-22,8:28,17:00,7.53,
10017,Santos,Vella ,30-Sep-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,30-Sep-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,30-Sep-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,30-Sep-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,30-Sep-22,8:11,17:00,7.82,
10022,Villegas,Lizeth ,30-Sep-22,8:00,17:00,8.00,
10023,Ramos,Carol ,30-Sep-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,30-Sep-22,8:21,17:00,7.65,
10025,Aguilar,Delia ,30-Sep-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-Mar-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Mar-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Mar-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Mar-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Mar-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-Mar-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Mar-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-Mar-22,8:00,17:00,8.00,
10009,San Jose,Allison ,10-Mar-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,10-Mar-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-Mar-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-Mar-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Mar-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-Mar-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-Mar-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-Mar-22,8:00,17:00,8.00,
10017,Santos,Vella ,10-Mar-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,10-Mar-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-Mar-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-Mar-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-Mar-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,10-Mar-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-Mar-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,10-Mar-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,10-Mar-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-Apr-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Apr-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Apr-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Apr-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Apr-22,8:15,17:00,7.75,
10006,Atienza,Rosie ,10-Apr-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Apr-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-Apr-22,8:00,17:00,8.00,
10009,San Jose,Allison ,10-Apr-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,10-Apr-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-Apr-22,10:30,17:00,5.50,
10012,De Leon,Selena ,10-Apr-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Apr-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-Apr-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-Apr-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-Apr-22,8:00,17:00,8.00,
10017,Santos,Vella ,10-Apr-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,10-Apr-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-Apr-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-Apr-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-Apr-22,13:00,17:00,3.00,
10022,Villegas,Lizeth ,10-Apr-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-Apr-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,10-Apr-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,10-Apr-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-May-22,8:00,17:00,8.00,
10002,Mata,Christian,10-May-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-May-22,11:30,17:00,4.50,
10004,Salcedo,Anthony,10-May-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-May-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-May-22,8:00,17:00,8.00,
10007,Farala,Martha,10-May-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-May-22,8:10,17:00,7.83,
10009,San Jose,Allison ,10-May-22,0:00,0:00,fixed,
10010,Rosario,Cydney ,10-May-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-May-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-May-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-May-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-May-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-May-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-May-22,8:00,17:00,8.00,
10017,Santos,Vella ,10-May-22,8:05,17:00,7.92,
10018,Del Rosario,Tomas,10-May-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-May-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-May-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-May-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,10-May-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-May-22,9:00,17:00,7.00,
10024,Maceda,Emelia ,10-May-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,10-May-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-Jun-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Jun-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Jun-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Jun-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Jun-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-Jun-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Jun-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-Jun-22,8:00,17:00,8.00,
10009,San Jose,Allison ,10-Jun-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,10-Jun-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-Jun-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-Jun-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Jun-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-Jun-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-Jun-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-Jun-22,8:00,17:00,8.00,
10017,Santos,Vella ,10-Jun-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,10-Jun-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-Jun-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-Jun-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-Jun-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,10-Jun-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-Jun-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,10-Jun-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,10-Jun-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-Jul-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Jul-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Jul-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Jul-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Jul-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-Jul-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Jul-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-Jul-22,8:00,17:00,8.00,
10009,San Jose,Allison ,10-Jul-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,10-Jul-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-Jul-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-Jul-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Jul-22,10:00,17:00,6.00,
10014,Bautista,Mark ,10-Jul-22,0:00,0:00,fixed,
10015,Lazaro,Darlene ,10-Jul-22,10:00,17:00,6.00,
10016,Delos Santos,Kolby ,10-Jul-22,10:00,17:00,6.00,
10017,Santos,Vella ,10-Jul-22,10:00,17:00,6.00,
10018,Del Rosario,Tomas,10-Jul-22,10:00,17:00,6.00,
10019,Tolentino,Jacklyn ,10-Jul-22,10:00,17:00,6.00,
10020,Gutierrez,Percival ,10-Jul-22,10:00,17:00,6.00,
10021,Manalaysay,Garfield ,10-Jul-22,10:00,17:00,6.00,
10022,Villegas,Lizeth ,10-Jul-22,10:00,17:00,6.00,
10023,Ramos,Carol ,10-Jul-22,10:00,17:00,6.00,
10024,Maceda,Emelia ,10-Jul-22,10:00,17:00,6.00,
10025,Aguilar,Delia ,10-Jul-22,10:00,17:00,6.00,
10001,Crisostomo,Jose,10-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,10-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,10-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,10-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,10-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,10-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,10-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,10-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-Nov-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Nov-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Nov-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Nov-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Nov-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-Nov-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Nov-22,8:27,17:00,7.55,
10008,Martinez,Leila,10-Nov-22,8:01,17:00,7.98,
10009,San Jose,Allison ,10-Nov-22,8:05,17:00,7.92,
10010,Rosario,Cydney ,10-Nov-22,0:00,0:00,fixed,
10011,Lopez,Josie ,10-Nov-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-Nov-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Nov-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-Nov-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-Nov-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-Nov-22,8:28,17:00,7.53,
10017,Santos,Vella ,10-Nov-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,10-Nov-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-Nov-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-Nov-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-Nov-22,8:11,17:00,7.82,
10022,Villegas,Lizeth ,10-Nov-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-Nov-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,10-Nov-22,8:21,17:00,7.65,
10025,Aguilar,Delia ,10-Nov-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,10-Dec-22,8:00,17:00,8.00,
10002,Mata,Christian,10-Dec-22,8:00,17:00,8.00,
10003,San Jose,Brad ,10-Dec-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,10-Dec-22,8:00,17:00,8.00,
10005,Romualdez,Alice,10-Dec-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,10-Dec-22,8:00,17:00,8.00,
10007,Farala,Martha,10-Dec-22,8:00,17:00,8.00,
10008,Martinez,Leila,10-Dec-22,8:00,17:00,8.00,
10009,San Jose,Allison ,10-Dec-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,10-Dec-22,8:00,17:00,8.00,
10011,Lopez,Josie ,10-Dec-22,8:00,17:00,8.00,
10012,De Leon,Selena ,10-Dec-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,10-Dec-22,8:00,17:00,8.00,
10014,Bautista,Mark ,10-Dec-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,10-Dec-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,10-Dec-22,8:00,17:00,8.00,
10017,Santos,Vella ,10-Dec-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,10-Dec-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,10-Dec-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,10-Dec-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,10-Dec-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,10-Dec-22,8:00,17:00,8.00,
10023,Ramos,Carol ,10-Dec-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,10-Dec-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,10-Dec-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,13-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,13-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,13-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,13-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,13-Oct-22,8:15,17:00,7.75,
10006,Atienza,Rosie ,13-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,13-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,13-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,13-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,13-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,13-Oct-22,10:30,17:00,5.50,
10012,De Leon,Selena ,13-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,13-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,13-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,13-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,13-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,13-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,13-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,13-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,13-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,13-Oct-22,13:00,17:00,3.00,
10022,Villegas,Lizeth ,13-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,13-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,13-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,13-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,14-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,14-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,14-Oct-22,11:30,17:00,4.50,
10004,Salcedo,Anthony,14-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,14-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,14-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,14-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,14-Oct-22,8:10,17:00,7.83,
10009,San Jose,Allison ,14-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,14-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,14-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,14-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,14-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,14-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,14-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,14-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,14-Oct-22,8:05,17:00,7.92,
10018,Del Rosario,Tomas,14-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,14-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,14-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,14-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,14-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,14-Oct-22,9:00,17:00,7.00,
10024,Maceda,Emelia ,14-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,14-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,17-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,17-Oct-22,8:00,17:00,8.00,
